cohorte,MOB,bgi_sum,monto_sum,pct_impago
2022-07-01,7,0.0,915900.0,0.0
2022-07-01,8,0.0,915900.0,0.0
2022-07-01,9,0.0,915900.0,0.0
2022-07-01,10,0.0,915900.0,0.0
2022-07-01,11,0.0,915900.0,0.0
2022-07-01,12,0.0,915900.0,0.0
2022-07-01,13,0.0,915900.0,0.0
2022-07-01,14,0.0,915900.0,0.0
2022-07-01,15,0.0,915900.0,0.0
2022-07-01,16,0.0,915900.0,0.0
2022-07-01,17,0.0,915900.0,0.0
2022-07-01,18,0.0,915900.0,0.0
2022-07-01,19,0.0,915900.0,0.0
2022-07-01,20,0.0,915900.0,0.0
2022-07-01,21,0.0,915900.0,0.0
2022-07-01,22,0.0,915900.0,0.0
2022-07-01,23,0.0,915900.0,0.0
2022-07-01,24,0.0,915900.0,0.0
2022-07-01,25,0.0,915900.0,0.0
2022-07-01,26,0.0,915900.0,0.0
2022-07-01,27,0.0,915900.0,0.0
2022-07-01,28,0.0,915900.0,0.0
2022-07-01,29,0.0,915900.0,0.0
2022-07-01,30,0.0,915900.0,0.0
2022-07-01,31,0.0,915900.0,0.0
2022-07-01,32,0.0,915900.0,0.0
2022-07-01,33,0.0,915900.0,0.0
2022-07-01,34,0.0,915900.0,0.0
2022-07-01,35,0.0,915900.0,0.0
2022-07-01,36,0.0,915900.0,0.0
2022-07-01,37,0.0,915900.0,0.0
2022-07-01,38,0.0,915900.0,0.0
2022-07-01,39,0.0,915900.0,0.0
2022-07-01,40,0.0,915900.0,0.0
2022-08-01,1,0.0,3182186.05,0.0
2022-08-01,2,0.0,3182186.05,0.0
2022-08-01,3,0.0,3182186.05,0.0
2022-08-01,4,0.0,3182186.05,0.0
2022-08-01,5,0.0,3182186.05,0.0
2022-08-01,6,0.0,3182186.05,0.0
2022-08-01,7,0.0,3182186.05,0.0
2022-08-01,8,0.0,3182186.05,0.0
2022-08-01,9,0.0,3182186.05,0.0
2022-08-01,10,0.0,3182186.05,0.0
2022-08-01,11,148814.63,3182186.05,4.676490552775819
2022-08-01,12,0.0,3182186.05,0.0
2022-08-01,13,0.0,3182186.05,0.0
2022-08-01,14,0.0,3182186.05,0.0
2022-08-01,15,0.0,3182186.05,0.0
2022-08-01,16,0.0,3182186.05,0.0
2022-08-01,17,0.0,3182186.05,0.0
2022-08-01,18,0.0,3182186.05,0.0
2022-08-01,19,0.0,3182186.05,0.0
2022-08-01,20,0.0,3182186.05,0.0
2022-08-01,21,0.0,3182186.05,0.0
2022-08-01,22,0.0,3182186.05,0.0
2022-08-01,23,131525.09,3182186.05,4.133167826563755
2022-08-01,24,129717.33,3182186.05,4.076359080261822
2022-08-01,25,129717.33,3182186.05,4.076359080261822
2022-08-01,26,127866.06,3182186.05,4.01818303489829
2022-08-01,27,127866.06,3182186.05,4.01818303489829
2022-08-01,28,125866.06,3182186.05,3.955333158474502
2022-08-01,29,123866.06,3182186.05,3.8924832820507147
2022-08-01,30,122366.06,3182186.05,3.845345874732874
2022-08-01,31,122366.06,3182186.05,3.845345874732874
2022-08-01,32,122366.06,3182186.05,3.845345874732874
2022-08-01,33,122366.06,3182186.05,3.845345874732874
2022-08-01,34,122366.06,3182186.05,3.845345874732874
2022-08-01,35,222233.84,3182186.05,6.983684690591866
2022-08-01,36,222233.84,3182186.05,6.983684690591866
2022-08-01,37,222233.84,3182186.05,6.983684690591866
2022-08-01,38,222233.84,3182186.05,6.983684690591866
2022-08-01,39,222233.84,3182186.05,6.983684690591866
2022-09-01,1,0.0,5472539.9795,0.0
2022-09-01,2,0.0,5472539.9795,0.0
2022-09-01,3,0.0,5472539.9795,0.0
2022-09-01,4,0.0,5472539.9795,0.0
2022-09-01,5,0.0,5472539.9795,0.0
2022-09-01,6,0.0,5472539.9795,0.0
2022-09-01,7,0.0,5472539.9795,0.0
2022-09-01,8,0.0,5472539.9795,0.0
2022-09-01,9,0.0,5472539.9795,0.0
2022-09-01,10,0.0,5472539.9795,0.0
2022-09-01,11,126885.772,5472539.9795,2.3185901331979477
2022-09-01,12,126885.772,5472539.9795,2.3185901331979477
2022-09-01,13,125922.45,5472539.9795,2.300987301540096
2022-09-01,14,125922.45,5472539.9795,2.300987301540096
2022-09-01,15,125922.45,5472539.9795,2.300987301540096
2022-09-01,16,125922.45,5472539.9795,2.300987301540096
2022-09-01,17,125922.45,5472539.9795,2.300987301540096
2022-09-01,18,125922.45,5472539.9795,2.300987301540096
2022-09-01,19,125922.45,5472539.9795,2.300987301540096
2022-09-01,20,125922.45,5472539.9795,2.300987301540096
2022-09-01,21,125922.45,5472539.9795,2.300987301540096
2022-09-01,22,125922.45,5472539.9795,2.300987301540096
2022-09-01,23,125922.45,5472539.9795,2.300987301540096
2022-09-01,24,125922.45,5472539.9795,2.300987301540096
2022-09-01,25,125922.45,5472539.9795,2.300987301540096
2022-09-01,26,217910.47999999998,5472539.9795,3.981889229065247
2022-09-01,27,217910.47999999998,5472539.9795,3.981889229065247
2022-09-01,28,217910.47999999998,5472539.9795,3.981889229065247
2022-09-01,29,217910.47999999998,5472539.9795,3.981889229065247
2022-09-01,30,217910.47999999998,5472539.9795,3.981889229065247
2022-09-01,31,217910.47999999998,5472539.9795,3.981889229065247
2022-09-01,32,217910.47999999998,5472539.9795,3.981889229065247
2022-09-01,33,217910.47999999998,5472539.9795,3.981889229065247
2022-09-01,34,184795.47999999998,5472539.9795,3.3767771581795523
2022-09-01,35,257647.79369999998,5472539.9795,4.708011173333448
2022-09-01,36,255459.53999999998,5472539.9795,4.668025102730087
2022-09-01,37,245911.78999999998,5472539.9795,4.493558583787043
2022-09-01,38,236262.97999999998,5472539.9795,4.31724539034955
2022-10-01,1,0.0,5616771.1,0.0
2022-10-01,2,0.0,5616771.1,0.0
2022-10-01,3,0.0,5616771.1,0.0
2022-10-01,4,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,5,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,6,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,7,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,8,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,9,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,10,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,11,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,12,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,13,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,14,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,15,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,16,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,17,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,18,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,19,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,20,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,21,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,22,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,23,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,24,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,25,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,26,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,27,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,28,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,29,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,30,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,31,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,32,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,33,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,34,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,35,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,36,5043.460000000021,5616771.1,0.0897928704981412
2022-10-01,37,220917.02000000002,5616771.1,3.9331675809256326
2022-11-01,1,0.0,5071810.95,0.0
2022-11-01,2,0.0,5071810.95,0.0
2022-11-01,3,0.0,5071810.95,0.0
2022-11-01,4,0.0,5071810.95,0.0
2022-11-01,5,0.0,5071810.95,0.0
2022-11-01,6,0.0,5071810.95,0.0
2022-11-01,7,0.0,5071810.95,0.0
2022-11-01,8,121563.34,5071810.95,2.396842887055954
2022-11-01,9,117381.0633,5071810.95,2.3143816766277534
2022-11-01,10,117381.0633,5071810.95,2.3143816766277534
2022-11-01,11,117381.0633,5071810.95,2.3143816766277534
2022-11-01,12,116759.77,5071810.95,2.3021317464524187
2022-11-01,13,33254.77,5071810.95,0.655678421925407
2022-11-01,14,33254.77,5071810.95,0.655678421925407
2022-11-01,15,33254.77,5071810.95,0.655678421925407
2022-11-01,16,33254.77,5071810.95,0.655678421925407
2022-11-01,17,33254.77,5071810.95,0.655678421925407
2022-11-01,18,151198.65,5071810.95,2.98115705594271
2022-11-01,19,151047.2853,5071810.95,2.9781726249082685
2022-11-01,20,151047.2853,5071810.95,2.9781726249082685
2022-11-01,21,151047.2853,5071810.95,2.9781726249082685
2022-11-01,22,151047.2853,5071810.95,2.9781726249082685
2022-11-01,23,151047.2853,5071810.95,2.9781726249082685
2022-11-01,24,243043.4841,5071810.95,4.792045415257443
2022-11-01,25,243043.4841,5071810.95,4.792045415257443
2022-11-01,26,287617.2953,5071810.95,5.670899371752017
2022-11-01,27,287617.2953,5071810.95,5.670899371752017
2022-11-01,28,287617.2953,5071810.95,5.670899371752017
2022-11-01,29,196145.90529999998,5071810.95,3.867374143746426
2022-11-01,30,196145.90529999998,5071810.95,3.867374143746426
2022-11-01,31,196145.90529999998,5071810.95,3.867374143746426
2022-11-01,32,151047.2853,5071810.95,2.9781726249082685
2022-11-01,33,151047.2853,5071810.95,2.9781726249082685
2022-11-01,34,151047.2853,5071810.95,2.9781726249082685
2022-11-01,35,151047.2853,5071810.95,2.9781726249082685
2022-11-01,36,199895.0453,5071810.95,3.9412952744226395
2022-12-01,1,0.0,7175036.1019,0.0
2022-12-01,2,0.0,7175036.1019,0.0
2022-12-01,3,0.0,7175036.1019,0.0
2022-12-01,4,0.0,7175036.1019,0.0
2022-12-01,5,0.0,7175036.1019,0.0
2022-12-01,6,0.0,7175036.1019,0.0
2022-12-01,7,0.0,7175036.1019,0.0
2022-12-01,8,0.0,7175036.1019,0.0
2022-12-01,9,0.0,7175036.1019,0.0
2022-12-01,10,0.0,7175036.1019,0.0
2022-12-01,11,0.0,7175036.1019,0.0
2022-12-01,12,0.0,7175036.1019,0.0
2022-12-01,13,0.0,7175036.1019,0.0
2022-12-01,14,393350.53,7175036.1019,5.4822097674998185
2022-12-01,15,599545.2157000001,7175036.1019,8.355988836644826
2022-12-01,16,599545.2157000001,7175036.1019,8.355988836644826
2022-12-01,17,596046.5557,7175036.1019,8.307227270147989
2022-12-01,18,596046.5557,7175036.1019,8.307227270147989
2022-12-01,19,596046.5557,7175036.1019,8.307227270147989
2022-12-01,20,596046.5557,7175036.1019,8.307227270147989
2022-12-01,21,596046.5557,7175036.1019,8.307227270147989
2022-12-01,22,596046.5557,7175036.1019,8.307227270147989
2022-12-01,23,596046.5557,7175036.1019,8.307227270147989
2022-12-01,24,596046.5557,7175036.1019,8.307227270147989
2022-12-01,25,596046.5557,7175036.1019,8.307227270147989
2022-12-01,26,596046.5557,7175036.1019,8.307227270147989
2022-12-01,27,596046.5557,7175036.1019,8.307227270147989
2022-12-01,28,596046.5557,7175036.1019,8.307227270147989
2022-12-01,29,596046.5557,7175036.1019,8.307227270147989
2022-12-01,30,596046.5557,7175036.1019,8.307227270147989
2022-12-01,31,596046.5557,7175036.1019,8.307227270147989
2022-12-01,32,686410.8256999999,7175036.1019,9.566653267685071
2022-12-01,33,686410.8256999999,7175036.1019,9.566653267685071
2022-12-01,34,686410.8256999999,7175036.1019,9.566653267685071
2022-12-01,35,686410.8256999999,7175036.1019,9.566653267685071
2023-01-01,1,0.0,10530727.2403,0.0
2023-01-01,2,0.0,10530727.2403,0.0
2023-01-01,3,0.0,10530727.2403,0.0
2023-01-01,4,0.0,10530727.2403,0.0
2023-01-01,5,0.0,10530727.2403,0.0
2023-01-01,6,0.0,10530727.2403,0.0
2023-01-01,7,0.0,10530727.2403,0.0
2023-01-01,8,206235.6782,10530727.2403,1.9584181936719192
2023-01-01,9,339878.3482,10530727.2403,3.2274917054096783
2023-01-01,10,339878.3482,10530727.2403,3.2274917054096783
2023-01-01,11,339878.3482,10530727.2403,3.2274917054096783
2023-01-01,12,430872.2282,10530727.2403,4.091571440110012
2023-01-01,13,424972.2282,10530727.2403,4.035544920142604
2023-01-01,14,597056.1281999999,10530727.2403,5.669657133603538
2023-01-01,15,597056.1281999999,10530727.2403,5.669657133603538
2023-01-01,16,597056.1281999999,10530727.2403,5.669657133603538
2023-01-01,17,597056.1281999999,10530727.2403,5.669657133603538
2023-01-01,18,597056.1281999999,10530727.2403,5.669657133603538
2023-01-01,19,597056.1281999999,10530727.2403,5.669657133603538
2023-01-01,20,597056.1281999999,10530727.2403,5.669657133603538
2023-01-01,21,597056.1281999999,10530727.2403,5.669657133603538
2023-01-01,22,607539.1632000001,10530727.2403,5.7692042471199025
2023-01-01,23,678996.1132,10530727.2403,6.447760897286869
2023-01-01,24,811219.7071,10530727.2403,7.703358833524303
2023-01-01,25,963141.7071,10530727.2403,9.14601323462407
2023-01-01,26,958451.4932,10530727.2403,9.101474868061397
2023-01-01,27,954495.855,10530727.2403,9.06391204728239
2023-01-01,28,1064894.5894,10530727.2403,10.112260673932935
2023-01-01,29,1059543.6922,10530727.2403,10.061448445319487
2023-01-01,30,1054707.2736,10530727.2403,10.015521715952765
2023-01-01,31,1047343.0322,10530727.2403,9.945590729877866
2023-01-01,32,1056219.4722,10530727.2403,10.029881584606596
2023-01-01,33,959725.5922000001,10530727.2403,9.113573738072239
2023-01-01,34,956225.5922000001,10530727.2403,9.08033766690513
2023-02-01,1,0.0,11923880.4391,0.0
2023-02-01,2,0.0,11923880.4391,0.0
2023-02-01,3,0.0,11923880.4391,0.0
2023-02-01,4,0.0,11923880.4391,0.0
2023-02-01,5,0.0,11923880.4391,0.0
2023-02-01,6,0.0,11923880.4391,0.0
2023-02-01,7,140206.1873,11923880.4391,1.1758436191648245
2023-02-01,8,124032.8,11923880.4391,1.040204995626087
2023-02-01,9,124032.8,11923880.4391,1.040204995626087
2023-02-01,10,124032.8,11923880.4391,1.040204995626087
2023-02-01,11,124032.8,11923880.4391,1.040204995626087
2023-02-01,12,124032.8,11923880.4391,1.040204995626087
2023-02-01,13,265675.1212,11923880.4391,2.228092797113394
2023-02-01,14,265675.1212,11923880.4391,2.228092797113394
2023-02-01,15,265675.1212,11923880.4391,2.228092797113394
2023-02-01,16,496179.8812,11923880.4391,4.1612282489260775
2023-02-01,17,493577.52119999996,11923880.4391,4.139403474572701
