cosecha,MOB,bgi_sum,monto_sum,pct
2022-10,27,0.0,5417393.4,0.0
2022-10,28,0.0,5417393.4,0.0
2022-10,29,0.0,5417393.4,0.0
2022-10,30,0.0,5417393.4,0.0
2022-10,31,0.0,5417393.4,0.0
2022-10,32,0.0,5417393.4,0.0
2022-10,33,0.0,5417393.4,0.0
2022-10,34,0.0,5417393.4,0.0
2022-10,35,0.0,5417393.4,0.0
2022-10,36,0.0,5417393.4,0.0
2022-10,37,215873.56,5417393.4,3.9848234023395825
2022-11,1,0.0,5071810.95,0.0
2022-11,2,0.0,5071810.95,0.0
2022-11,3,0.0,5071810.95,0.0
2022-11,4,0.0,5071810.95,0.0
2022-11,5,0.0,5071810.95,0.0
2022-11,6,0.0,5071810.95,0.0
2022-11,7,0.0,5071810.95,0.0
2022-11,8,121563.34,5071810.95,2.396842887055954
2022-11,9,117381.0633,5071810.95,2.3143816766277534
2022-11,10,117381.0633,5071810.95,2.3143816766277534
2022-11,11,117381.0633,5071810.95,2.3143816766277534
2022-11,12,116759.77,5071810.95,2.3021317464524187
2022-11,13,33254.77,5071810.95,0.655678421925407
2022-11,14,33254.77,5071810.95,0.655678421925407
2022-11,15,33254.77,5071810.95,0.655678421925407
2022-11,16,33254.77,5071810.95,0.655678421925407
2022-11,17,33254.77,5071810.95,0.655678421925407
2022-11,18,151198.65,5071810.95,2.98115705594271
2022-11,19,151047.2853,5071810.95,2.9781726249082685
2022-11,20,151047.2853,5071810.95,2.9781726249082685
2022-11,21,151047.2853,5071810.95,2.9781726249082685
2022-11,22,151047.2853,5071810.95,2.9781726249082685
2022-11,23,151047.2853,5071810.95,2.9781726249082685
2022-11,24,243043.4841,5071810.95,4.792045415257443
2022-11,25,243043.4841,5071810.95,4.792045415257443
2022-11,26,287617.2953,5071810.95,5.670899371752017
2022-11,27,287617.2953,5071810.95,5.670899371752017
2022-11,28,287617.2953,5071810.95,5.670899371752017
2022-11,29,196145.90529999998,5071810.95,3.867374143746426
2022-11,30,196145.90529999998,5071810.95,3.867374143746426
2022-11,31,196145.90529999998,5071810.95,3.867374143746426
2022-11,32,151047.2853,5071810.95,2.9781726249082685
2022-11,33,151047.2853,5071810.95,2.9781726249082685
2022-11,34,151047.2853,5071810.95,2.9781726249082685
2022-11,35,151047.2853,5071810.95,2.9781726249082685
2022-11,36,199895.0453,5071810.95,3.9412952744226395
2022-12,1,0.0,7175036.1019,0.0
2022-12,2,0.0,7175036.1019,0.0
2022-12,3,0.0,7175036.1019,0.0
2022-12,4,0.0,7175036.1019,0.0
2022-12,5,0.0,7175036.1019,0.0
2022-12,6,0.0,7175036.1019,0.0
2022-12,7,0.0,7175036.1019,0.0
2022-12,8,0.0,7175036.1019,0.0
2022-12,9,0.0,7175036.1019,0.0
2022-12,10,0.0,7175036.1019,0.0
2022-12,11,0.0,7175036.1019,0.0
2022-12,12,0.0,7175036.1019,0.0
2022-12,13,0.0,7175036.1019,0.0
2022-12,14,393350.53,7175036.1019,5.4822097674998185
2022-12,15,599545.2157000001,7175036.1019,8.355988836644826
2022-12,16,599545.2157000001,7175036.1019,8.355988836644826
2022-12,17,596046.5557,7175036.1019,8.307227270147989
2022-12,18,596046.5557,7175036.1019,8.307227270147989
2022-12,19,596046.5557,7175036.1019,8.307227270147989
2022-12,20,596046.5557,7175036.1019,8.307227270147989
2022-12,21,596046.5557,7175036.1019,8.307227270147989
2022-12,22,596046.5557,7175036.1019,8.307227270147989
2022-12,23,596046.5557,7175036.1019,8.307227270147989
2022-12,24,596046.5557,7175036.1019,8.307227270147989
2022-12,25,596046.5557,7175036.1019,8.307227270147989
2022-12,26,596046.5557,7175036.1019,8.307227270147989
2022-12,27,596046.5557,7175036.1019,8.307227270147989
2022-12,28,596046.5557,7175036.1019,8.307227270147989
2022-12,29,596046.5557,7175036.1019,8.307227270147989
2022-12,30,596046.5557,7175036.1019,8.307227270147989
2022-12,31,596046.5557,7175036.1019,8.307227270147989
2022-12,32,686410.8257,7175036.1019,9.566653267685073
2022-12,33,686410.8257,7175036.1019,9.566653267685073
2022-12,34,686410.8257,7175036.1019,9.566653267685073
2022-12,35,686410.8257,7175036.1019,9.566653267685073
2023-01,1,0.0,10530727.2403,0.0
2023-01,2,0.0,10530727.2403,0.0
2023-01,3,0.0,10530727.2403,0.0
2023-01,4,0.0,10530727.2403,0.0
2023-01,5,0.0,10530727.2403,0.0
2023-01,6,0.0,10530727.2403,0.0
2023-01,7,0.0,10530727.2403,0.0
2023-01,8,206235.6782,10530727.2403,1.9584181936719192
2023-01,9,339878.3482,10530727.2403,3.2274917054096783
2023-01,10,339878.3482,10530727.2403,3.2274917054096783
2023-01,11,339878.3482,10530727.2403,3.2274917054096783
2023-01,12,430872.2282,10530727.2403,4.091571440110012
2023-01,13,424972.2282,10530727.2403,4.035544920142604
2023-01,14,597056.1281999999,10530727.2403,5.669657133603538
2023-01,15,597056.1281999999,10530727.2403,5.669657133603538
2023-01,16,597056.1281999999,10530727.2403,5.669657133603538
2023-01,17,597056.1281999999,10530727.2403,5.669657133603538
2023-01,18,597056.1281999999,10530727.2403,5.669657133603538
2023-01,19,597056.1281999999,10530727.2403,5.669657133603538
2023-01,20,597056.1281999999,10530727.2403,5.669657133603538
2023-01,21,597056.1281999999,10530727.2403,5.669657133603538
2023-01,22,607539.1632000001,10530727.2403,5.7692042471199025
2023-01,23,678996.1132,10530727.2403,6.447760897286869
2023-01,24,811219.7071,10530727.2403,7.703358833524303
2023-01,25,963141.7071,10530727.2403,9.14601323462407
2023-01,26,958451.4932,10530727.2403,9.101474868061397
2023-01,27,954495.855,10530727.2403,9.06391204728239
2023-01,28,1064894.5894,10530727.2403,10.112260673932935
2023-01,29,1059543.6922,10530727.2403,10.061448445319487
2023-01,30,1054707.2736,10530727.2403,10.015521715952765
2023-01,31,1047343.0322,10530727.2403,9.945590729877866
2023-01,32,1056219.4722,10530727.2403,10.029881584606596
2023-01,33,959725.5922000001,10530727.2403,9.113573738072239
2023-01,34,956225.5922000001,10530727.2403,9.08033766690513
2023-02,1,0.0,11923880.4391,0.0
2023-02,2,0.0,11923880.4391,0.0
2023-02,3,0.0,11923880.4391,0.0
