cosecha,MOB,bgi_sum,monto_sum,pct
2022-07,1,0.0,507982.73,0.0
2022-07,2,0.0,507982.73,0.0
2022-07,3,0.0,507982.73,0.0
2022-07,4,0.0,507982.73,0.0
2022-07,5,0.0,507982.73,0.0
2022-07,6,0.0,507982.73,0.0
2022-07,7,0.0,507982.73,0.0
2022-07,8,0.0,507982.73,0.0
2022-07,9,0.0,507982.73,0.0
2022-07,10,0.0,507982.73,0.0
2022-07,11,0.0,507982.73,0.0
2022-07,12,0.0,507982.73,0.0
2022-07,13,0.0,507982.73,0.0
2022-07,14,0.0,507982.73,0.0
2022-07,15,0.0,507982.73,0.0
2022-07,16,0.0,507982.73,0.0
2022-07,17,0.0,507982.73,0.0
2022-07,18,0.0,507982.73,0.0
2022-07,19,0.0,507982.73,0.0
2022-07,20,0.0,507982.73,0.0
2022-07,21,0.0,507982.73,0.0
2022-07,22,0.0,507982.73,0.0
2022-07,23,0.0,507982.73,0.0
2022-07,24,0.0,507982.73,0.0
2022-07,25,0.0,507982.73,0.0
2022-07,26,0.0,507982.73,0.0
2022-07,27,0.0,507982.73,0.0
2022-07,28,0.0,507982.73,0.0
2022-07,29,0.0,507982.73,0.0
2022-07,30,0.0,507982.73,0.0
2022-07,31,0.0,507982.73,0.0
2022-07,32,0.0,507982.73,0.0
2022-07,33,0.0,507982.73,0.0
2022-07,34,0.0,507982.73,0.0
2022-07,35,0.0,507982.73,0.0
2022-07,36,0.0,507982.73,0.0
2022-07,37,0.0,507982.73,0.0
2022-07,38,0.0,507982.73,0.0
2022-07,39,0.0,507982.73,0.0
2022-07,40,0.0,507982.73,0.0
2022-08,1,0.0,1244265.78,0.0
2022-08,2,0.0,1244265.78,0.0
2022-08,3,0.0,1244265.78,0.0
2022-08,4,0.0,1244265.78,0.0
2022-08,5,0.0,1244265.78,0.0
2022-08,6,0.0,1244265.78,0.0
2022-08,7,0.0,1244265.78,0.0
2022-08,8,0.0,1244265.78,0.0
2022-08,9,0.0,1244265.78,0.0
2022-08,10,0.0,1244265.78,0.0
2022-08,11,0.0,1244265.78,0.0
2022-08,12,0.0,1244265.78,0.0
2022-08,13,0.0,1244265.78,0.0
2022-08,14,0.0,1244265.78,0.0
2022-08,15,0.0,1244265.78,0.0
2022-08,16,0.0,1244265.78,0.0
2022-08,17,0.0,1244265.78,0.0
2022-08,18,0.0,1244265.78,0.0
2022-08,19,0.0,1244265.78,0.0
2022-08,20,0.0,1244265.78,0.0
2022-08,21,0.0,1244265.78,0.0
2022-08,22,0.0,1244265.78,0.0
2022-08,23,0.0,1244265.78,0.0
2022-08,24,0.0,1244265.78,0.0
2022-08,25,0.0,1244265.78,0.0
2022-08,26,0.0,1244265.78,0.0
2022-08,27,0.0,1244265.78,0.0
2022-08,28,0.0,1244265.78,0.0
2022-08,29,0.0,1244265.78,0.0
2022-08,30,0.0,1244265.78,0.0
2022-08,31,0.0,1244265.78,0.0
2022-08,32,0.0,1244265.78,0.0
2022-08,33,0.0,1244265.78,0.0
2022-08,34,0.0,1244265.78,0.0
2022-08,35,0.0,1244265.78,0.0
2022-08,36,0.0,1244265.78,0.0
2022-08,37,0.0,1244265.78,0.0
2022-08,38,0.0,1244265.78,0.0
2022-08,39,0.0,1244265.78,0.0
2022-09,1,0.0,1146886.4895,0.0
2022-09,2,0.0,1146886.4895,0.0
2022-09,3,0.0,1146886.4895,0.0
2022-09,4,0.0,1146886.4895,0.0
2022-09,5,0.0,1146886.4895,0.0
2022-09,6,0.0,1146886.4895,0.0
2022-09,7,0.0,1146886.4895,0.0
2022-09,8,0.0,1146886.4895,0.0
2022-09,9,0.0,1146886.4895,0.0
2022-09,10,0.0,1146886.4895,0.0
2022-09,11,0.0,1146886.4895,0.0
2022-09,12,0.0,1146886.4895,0.0
2022-09,13,0.0,1146886.4895,0.0
2022-09,14,0.0,1146886.4895,0.0
2022-09,15,0.0,1146886.4895,0.0
2022-09,16,0.0,1146886.4895,0.0
2022-09,17,0.0,1146886.4895,0.0
2022-09,18,0.0,1146886.4895,0.0
2022-09,19,0.0,1146886.4895,0.0
2022-09,20,0.0,1146886.4895,0.0
2022-09,21,0.0,1146886.4895,0.0
2022-09,22,0.0,1146886.4895,0.0
2022-09,23,0.0,1146886.4895,0.0
2022-09,24,0.0,1146886.4895,0.0
2022-09,25,0.0,1146886.4895,0.0
2022-09,26,0.0,1146886.4895,0.0
2022-09,27,0.0,1146886.4895,0.0
2022-09,28,0.0,1146886.4895,0.0
2022-09,29,0.0,1146886.4895,0.0
2022-09,30,0.0,1146886.4895,0.0
2022-09,31,0.0,1146886.4895,0.0
2022-09,32,0.0,1146886.4895,0.0
2022-09,33,0.0,1146886.4895,0.0
2022-09,34,0.0,1146886.4895,0.0
2022-09,35,72852.31369999998,1146886.4895,6.35218169949503
2022-09,36,70664.06,1146886.4895,6.16138219840805
2022-09,37,67116.31,1146886.4895,5.852044697924747
2022-09,38,63467.49999999999,1146886.4895,5.533895514600531
2022-10,1,0.0,1850707.99,0.0
2022-10,2,0.0,1850707.99,0.0
2022-10,3,0.0,1850707.99,0.0
2022-10,4,0.0,1850707.99,0.0
2022-10,5,0.0,1850707.99,0.0
2022-10,6,0.0,1850707.99,0.0
2022-10,7,0.0,1850707.99,0.0
2022-10,8,0.0,1850707.99,0.0
2022-10,9,0.0,1850707.99,0.0
2022-10,10,0.0,1850707.99,0.0
2022-10,11,0.0,1850707.99,0.0
2022-10,12,0.0,1850707.99,0.0
2022-10,13,0.0,1850707.99,0.0
2022-10,14,0.0,1850707.99,0.0
2022-10,15,0.0,1850707.99,0.0
2022-10,16,0.0,1850707.99,0.0
2022-10,17,0.0,1850707.99,0.0
2022-10,18,0.0,1850707.99,0.0
2022-10,19,0.0,1850707.99,0.0
2022-10,20,0.0,1850707.99,0.0
2022-10,21,0.0,1850707.99,0.0
2022-10,22,0.0,1850707.99,0.0
2022-10,23,0.0,1850707.99,0.0
2022-10,24,0.0,1850707.99,0.0
2022-10,25,0.0,1850707.99,0.0
2022-10,26,0.0,1850707.99,0.0
2022-10,27,0.0,1850707.99,0.0
2022-10,28,0.0,1850707.99,0.0
2022-10,29,0.0,1850707.99,0.0
2022-10,30,0.0,1850707.99,0.0
2022-10,31,0.0,1850707.99,0.0
2022-10,32,0.0,1850707.99,0.0
2022-10,33,0.0,1850707.99,0.0
2022-10,34,0.0,1850707.99,0.0
2022-10,35,0.0,1850707.99,0.0
2022-10,36,0.0,1850707.99,0.0
2022-10,37,117843.06,1850707.99,6.3674583260431055
2022-11,1,0.0,1950430.8599999999,0.0
2022-11,2,0.0,1950430.8599999999,0.0
2022-11,3,0.0,1950430.8599999999,0.0
2022-11,4,0.0,1950430.8599999999,0.0
2022-11,5,0.0,1950430.8599999999,0.0
2022-11,6,0.0,1950430.8599999999,0.0
2022-11,7,0.0,1950430.8599999999,0.0
2022-11,8,0.0,1950430.8599999999,0.0
2022-11,9,0.0,1950430.8599999999,0.0
2022-11,10,0.0,1950430.8599999999,0.0
2022-11,11,0.0,1950430.8599999999,0.0
2022-11,12,0.0,1950430.8599999999,0.0
2022-11,13,0.0,1950430.8599999999,0.0
2022-11,14,0.0,1950430.8599999999,0.0
2022-11,15,0.0,1950430.8599999999,0.0
2022-11,16,0.0,1950430.8599999999,0.0
2022-11,17,0.0,1950430.8599999999,0.0
2022-11,18,117943.88,1950430.8599999999,6.047067979636049
2022-11,19,117792.5153,1950430.8599999999,6.039307402057821
2022-11,20,117792.5153,1950430.8599999999,6.039307402057821
2022-11,21,117792.5153,1950430.8599999999,6.039307402057821
2022-11,22,117792.5153,1950430.8599999999,6.039307402057821
2022-11,23,117792.5153,1950430.8599999999,6.039307402057821
2022-11,24,209788.71409999998,1950430.8599999999,10.756019011101987
2022-11,25,209788.71409999998,1950430.8599999999,10.756019011101987
2022-11,26,209263.90529999998,1950430.8599999999,10.7291116845844
2022-11,27,209263.90529999998,1950430.8599999999,10.7291116845844
2022-11,28,209263.90529999998,1950430.8599999999,10.7291116845844
2022-11,29,117792.5153,1950430.8599999999,6.039307402057821
2022-11,30,117792.5153,1950430.8599999999,6.039307402057821
2022-11,31,117792.5153,1950430.8599999999,6.039307402057821
2022-11,32,117792.5153,1950430.8599999999,6.039307402057821
2022-11,33,117792.5153,1950430.8599999999,6.039307402057821
2022-11,34,117792.5153,1950430.8599999999,6.039307402057821
2022-11,35,117792.5153,1950430.8599999999,6.039307402057821
2022-11,36,166640.2753,1950430.8599999999,8.543767365329732
2022-12,1,0.0,2488850.45,0.0
2022-12,2,0.0,2488850.45,0.0
2022-12,3,0.0,2488850.45,0.0
2022-12,4,0.0,2488850.45,0.0
2022-12,5,0.0,2488850.45,0.0
2022-12,6,0.0,2488850.45,0.0
2022-12,7,0.0,2488850.45,0.0
2022-12,8,0.0,2488850.45,0.0
2022-12,9,0.0,2488850.45,0.0
2022-12,10,0.0,2488850.45,0.0
2022-12,11,0.0,2488850.45,0.0
2022-12,12,0.0,2488850.45,0.0
2022-12,13,0.0,2488850.45,0.0
2022-12,14,0.0,2488850.45,0.0
2022-12,15,0.0,2488850.45,0.0
2022-12,16,0.0,2488850.45,0.0
2022-12,17,0.0,2488850.45,0.0
2022-12,18,0.0,2488850.45,0.0
2022-12,19,0.0,2488850.45,0.0
2022-12,20,0.0,2488850.45,0.0
2022-12,21,0.0,2488850.45,0.0
2022-12,22,0.0,2488850.45,0.0
2022-12,23,0.0,2488850.45,0.0
2022-12,24,0.0,2488850.45,0.0
2022-12,25,0.0,2488850.45,0.0
2022-12,26,0.0,2488850.45,0.0
2022-12,27,0.0,2488850.45,0.0
2022-12,28,0.0,2488850.45,0.0
2022-12,29,0.0,2488850.45,0.0
